orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,productCode,productName,productLine,productScale,productVendor,productDescription,quantityInStock,buyPrice,MSRP
10422,S18_1342,51,91.44,2,S18_1342,1937 Lincoln Berline,Vintage Cars,1:18,Motor City Art Classics,"Features opening engine cover, doors, trunk, and fuel filler cap. Color black",8693,60.62,102.74
10102,S18_1367,41,43.13,1,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10111,S18_1367,48,48.52,5,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10126,S18_1367,42,51.21,17,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10139,S18_1367,49,52.83,6,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10149,S18_1367,30,48.52,3,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10162,S18_1367,45,45.28,1,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10173,S18_1367,48,51.75,5,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10182,S18_1367,32,44.21,2,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10193,S18_1367,46,46.36,6,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10205,S18_1367,48,45.82,1,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10215,S18_1367,33,53.91,9,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10227,S18_1367,31,50.14,2,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10244,S18_1367,20,48.52,6,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10256,S18_1367,29,52.83,1,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10268,S18_1367,26,45.82,2,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10280,S18_1367,27,47.44,8,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10289,S18_1367,24,44.75,1,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10304,S18_1367,37,46.90,12,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10312,S18_1367,25,43.67,9,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10322,S18_1367,41,44.21,5,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10332,S18_1367,27,51.21,16,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10347,S18_1367,21,46.36,7,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10356,S18_1367,22,44.75,6,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10369,S18_1367,32,46.36,7,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10381,S18_1367,25,49.60,9,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10391,S18_1367,42,47.44,3,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10410,S18_1367,44,51.21,6,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10422,S18_1367,25,47.44,1,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,"This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.",8635,24.26,53.91
10110,S18_1589,37,118.22,16,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10123,S18_1589,26,120.71,2,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10137,S18_1589,44,115.73,2,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10148,S18_1589,47,108.26,9,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10161,S18_1589,43,102.04,8,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10172,S18_1589,42,109.51,6,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10181,S18_1589,42,124.44,2,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10192,S18_1589,29,100.80,7,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10204,S18_1589,40,113.24,13,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10212,S18_1589,38,105.77,6,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10226,S18_1589,38,108.26,4,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10241,S18_1589,21,119.46,11,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10253,S18_1589,24,103.29,1,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10266,S18_1589,36,99.55,2,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10278,S18_1589,23,107.02,2,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10288,S18_1589,20,120.71,14,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10301,S18_1589,32,118.22,4,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10311,S18_1589,29,124.44,9,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10321,S18_1589,44,120.71,6,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10331,S18_1589,44,99.55,14,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10343,S18_1589,36,109.51,4,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10367,S18_1589,49,105.77,1,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10378,S18_1589,34,121.95,5,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10407,S18_1589,59,114.48,11,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10419,S18_1589,37,100.80,1,S18_1589,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,"Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.",9042,65.96,124.44
10106,S18_1662,36,134.04,12,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10119,S18_1662,43,151.38,3,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10131,S18_1662,21,141.92,4,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10143,S18_1662,32,126.15,7,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10155,S18_1662,38,138.77,5,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10167,S18_1662,43,141.92,1,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10178,S18_1662,42,127.73,4,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10186,S18_1662,32,137.19,1,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10198,S18_1662,42,149.81,4,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10210,S18_1662,31,141.92,17,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10222,S18_1662,49,137.19,4,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10234,S18_1662,50,146.65,1,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10250,S18_1662,45,148.23,14,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10262,S18_1662,49,157.69,9,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10274,S18_1662,41,129.31,1,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10284,S18_1662,45,137.19,11,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10296,S18_1662,36,146.65,7,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10307,S18_1662,39,135.61,1,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10316,S18_1662,27,140.34,9,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10327,S18_1662,25,154.54,6,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10338,S18_1662,41,137.19,1,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10351,S18_1662,39,143.50,1,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10360,S18_1662,50,126.15,12,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10373,S18_1662,28,143.50,4,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10386,S18_1662,25,130.88,7,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10398,S18_1662,33,130.88,11,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10400,S18_1662,34,129.31,1,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10416,S18_1662,24,129.31,14,S18_1662,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,"1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,157.69
10100,S18_1749,30,136.00,3,S18_1749,1917 Grand Touring Sedan,Vintage Cars,1:18,Welly Diecast Productions,"This 1:18 scale replica of the 1917 Grand Touring car has all the features you would expect from museum quality reproductions: all four doors and bi-fold hood opening, detailed engine and instrument panel, chrome-look trim, and tufted upholstery, all topped off with a factory baked-enamel finish.",2724,86.70,170.00
10110,S18_1749,42,153.00,7,S18_1749,1917 Grand Touring Sedan,Vintage Cars,1:18,Welly Diecast Productions,"This 1:18 scale replica of the 1917 Grand Touring car has all the features you would expect from museum quality reproductions: all four doors and bi-fold hood opening, detailed engine and instrument panel, chrome-look trim, and tufted upholstery, all topped off with a factory baked-enamel finish.",2724,86.70,170.00
10124,S18_1749,21,153.00,6,S18_1749,1917 Grand Touring Sedan,Vintage Cars,1:18,Welly Diecast Productions,"This 1:18 scale replica of the 1917 Grand Touring car has all the features you would expect from museum quality reproductions: all four doors and bi-fold hood opening, detailed engine and instrument panel, chrome-look trim, and tufted upholstery, all topped off with a factory baked-enamel finish.",2724,86.70,170.00
10138,S18_1749,33,149.60,6,S18_1749,1917 Grand Touring Sedan,Vintage Cars,1:18,Welly Diecast Productions,"This 1:18 scale replica of the 1917 Grand Touring car has all the features you would expect from museum quality reproductions: all four doors and bi-fold hood opening, detailed engine and instrument panel, chrome-look trim, and tufted upholstery, all topped off with a factory baked-enamel finish.",2724,86.70,170.00
10149,S18_1749,34,156.40,11,S18_1749,1917 Grand Touring Sedan,Vintage Cars,1:18,Welly Diecast Productions,"This 1:18 scale replica of the 1917 Grand Touring car has all the features you would expect from museum quality reproductions: all four doors and bi-fold hood opening, detailed engine and instrument panel, chrome-look trim, and tufted upholstery, all topped off with a factory baked-enamel finish.",2724,86.70,170.00
